prompt_id,input_tokens,output_tokens,response_sec,tokens_per_sec,avg_cpu_watts,avg_gpu_watts,avg_total_watts,cpu_energy_wh,gpu_energy_wh,total_energy_wh,total_energy_j,joules_per_token,total_flops,flops_per_token,peak_gpu_mem_mb,peak_cpu_mem_mb,carbon_kg
44,15,256,2.5651509199997236,99.79919622040312,6.767184910897484,126.75200000000002,133.5191849108975,0.004821902944443591,0.0903161137255014,0.095138016669945,342.49686001180197,1.3378783594211014,70587027456,275730576.0,187.6552734375,0.0,
45,86,256,2.5853425700006483,99.01975969085436,6.767962576345809,127.44000000000001,134.20796257634584,0.004860417155777245,0.09152112697802295,0.0963815441338002,346.97355888168073,1.3553654643815654,89975439360,351466560.0,192.64990234375,0.0,
46,27,256,2.573781865001365,99.46452863046504,6.767962576345809,127.452,134.2199625763458,0.004838683150557433,0.09112045729393166,0.09595914044448908,345.4529056001607,1.3494254125006278,73837842432,288429072.0,188.4990234375,0.0,
47,34,256,2.568960185002652,99.65121355111066,6.799398206583834,127.55999999999999,134.35939820658382,0.0048520509096367515,0.09102682255526062,0.09587887346489737,345.1639444736305,1.3482966581001192,75739054080,295855680.0,188.9912109375,0.0,
48,78,256,2.599205921000248,98.49161927943129,6.857782935627244,127.53600000000002,134.39378293562726,0.004951330558671332,0.09208120176130212,0.09703253231997346,349.3171163519044,1.3645199857496266,87772250112,342860352.0,192.08740234375,0.0,
49,207,256,2.6950050049999845,94.99054715113654,7.127217144978229,128.518,135.64521714497823,0.005335523854843897,0.09621018145349666,0.10154570530834056,365.56453911002603,1.4279864808985392,123874086912,483883152.0,215.2958984375,0.0,
50,67,256,2.579990453999926,99.22517333469457,6.88542157957266,128.68800000000002,135.57342157957268,0.004934533874184043,0.09222605876231736,0.09716059263650141,349.7781334914051,1.366320833950801,84750569472,331056912.0,191.31396484375,0.0,
51,126,256,2.626345182998193,97.47385897985981,6.976047904191619,128.60399999999998,135.58004790419162,0.005089308280427305,0.09382180442063877,0.09891111270106609,356.0800057238379,1.390937522358742,101062164480,394774080.0,196.91015625,0.0,
52,19,256,2.571766046999983,99.54249154919405,6.890026141523147,128.154,135.04402614152315,0.004922093137142091,0.0915505849964544,0.09647267813359649,347.30164128094736,1.3566470362537006,71669452800,279958800.0,187.9365234375,0.0,
53,32,11,0.13043388499863795,84.3339136920967,1.798201798201804,124.02,125.8182017982018,6.515179070861058e-05,0.004493447338203078,0.004558599128911688,16.410956864082078,1.4919051694620071,10838740992,985340090.1818181,175.63232421875,0.0,
54,74,256,2.5967201050007134,98.58590439031151,6.916975240328535,128.708,135.62497524032852,0.004989291297875902,0.09283851424289773,0.09782780554077362,352.18009994678505,1.375703515417129,86672424960,338564160.0,191.80615234375,0.0,
55,77,256,2.6029371340009675,98.35043522795462,6.859251577611464,128.348,135.2072515776115,0.004959500178561,0.09280049313187672,0.09775999331043772,351.9359759175758,1.3747499059280304,87497183232,341785872.0,192.01708984375,0.0,
56,48,256,2.576013208999939,99.37837240337151,6.768710331584583,128.6,135.36871033158457,0.004843413117237845,0.09202091629927558,0.09686432941651342,348.7115858994483,1.36215463241972,79552315392,310751232.0,189.9755859375,0.0,
57,44,256,2.560991202000878,99.96129615751498,6.799398206583834,128.93800000000002,135.73739820658386,0.004836999718322707,0.09172474544544146,0.09656174516376417,347.62228258955105,1.3578995413654338,78461337600,306489600.0,189.6943359375,0.0,
58,24,256,2.5676825339978677,99.70079891512499,6.738740301614551,129.53,136.26874030161454,0.00480637382600089,0.09238664406353994,0.09719301788954082,349.89486440234697,1.3667768140716678,73024143360,285250560.0,188.2880859375,0.0,
59,59,256,2.5721776879981917,99.52656116818784,6.798650451345063,129.57200000000003,136.37065045134509,0.004857593610957946,0.09257839094147272,0.09743598455243065,350.7695443887503,1.370193532768556,82558586880,322494480.0,190.7490234375,0.0,
60,625,256,3.1044044800000847,82.4634810474159,6.812255693005806,129.42666666666665,136.23892235967244,0.005874443636742585,0.1116090899531882,0.11748353358993079,422.9407209237508,1.6521121911084016,249284038656,973765776.0,310.30859375,0.0,
61,195,256,2.6819654760001868,95.4523845630525,7.157184133232036,129.566,136.72318413323205,0.0053320335418624,0.09652542746206673,0.10185746100392913,366.68685961414485,1.4323705453677533,120464019456,470562576.0,212.5732421875,0.0,
62,18,27,0.2729619600031583,98.91488176479828,4.045954045954042,125.25,129.29595404595403,0.00030677542957397884,0.009496801525109884,0.009803576954683861,35.2928770368619,1.3071435939578482,11346186240,420229120.0,172.39892578125,0.0,
63,68,256,2.583576951001305,99.08742989086632,6.827098102344219,129.594,136.42109810234422,0.004899537027622576,0.09300446427446199,0.09790400130208456,352.4544046875044,1.376775018310564,85024899072,332128512.0,191.38427734375,0.0,
64,85,256,2.6097704829990107,98.09291723838423,6.917636306654877,130.31400000000002,137.2316363066549,0.00501484529034172,0.09446934186709254,0.09948418715743426,358.14307376676334,1.3989963819014193,89699782656,350389776.0,192.57958984375,0.0,
65,80,256,2.6064062759978697,98.21953022346437,6.861611442449766,130.28400000000002,137.1456114424498,0.004967818646405517,0.09432584312836291,0.09929366177476844,357.45718238916635,1.396317118707681,88322605056,345010176.0,192.22802734375,0.0,
66,42,256,2.5814611530004186,99.16864319358537,6.740265722301649,130.48,137.22026572230163,0.004833259478617226,0.09356362534541517,0.09839688482403239,354.2287853665166,1.3837061928379555,77916291072,304360512.0,189.5537109375,0.0,
67,66,256,2.5889701019987115,98.88101828691083,6.800149003538832,131.038,137.83814900353883,0.004890384016471769,0.09423707339602978,0.09912745741250154,356.8588466850055,1.3939798698633028,84476313600,329985600.0,191.24365234375,0.0,
68,34,256,2.577171812998131,99.333695452064,6.742508988017967,131.188,137.93050898801795,0.0048268344757795715,0.09391500438988855,0.09874183886566812,355.4706199164052,1.3885571090484579,75739054080,295855680.0,188.9912109375,0.0,
69,17,256,2.5635302489972673,99.8622895517364,6.708055468331525,131.294,138.00205546833155,0.004776750862505387,0.09349337236440201,0.0982701232269074,353.7724436168666,1.3819236078783852,71128092672,277844112.0,187.7958984375,0.0,
70,231,256,2.714787434997561,94.2983589432408,7.188204121894069,131.33,138.5182041218941,0.005420679508421026,0.0990369538439527,0.10445763335237374,376.04748006854544,1.4689354690177556,130726072320,510648720.0,220.7421875,0.0,
71,70,256,2.5904682189975574,98.8238335149563,6.886227544910182,132.422,139.30822754491018,0.004955153778854278,0.09528749513780405,0.10024264891665832,360.87353609996995,1.4096622503905076,85573779456,334272576.0,191.52490234375,0.0,
72,39,256,2.572320306997426,99.52104304569258,6.770175931852577,132.32800000000003,139.0981759318526,0.004837516953180447,0.09455277821787653,0.09939029517105698,357.8050626158051,1.3976760258429888,77099274240,301169040.0,189.3427734375,0.0,
73,30,256,2.573395059996983,99.47947906618742,6.79712807237419,132.488,139.2851280723742,0.004858804389892933,0.09470665686357785,0.0995654612534708,358.43566051249485,1.400139298876933,74652205056,291610176.0,188.7099609375,0.0,
74,39,256,2.578100438000547,99.29791571601513,6.770205842062128,132.798,139.56820584206213,0.004848408512992843,0.09510182832377685,0.09995023683676969,359.8208526123709,1.4055502055170739,77099274240,301169040.0,189.3427734375,0.0,
75,32,256,2.562432575999992,99.9050677070384,6.710265782122069,133.08800000000002,139.7982657821221,0.00477627878714657,0.09473028518741305,0.09950656397455962,358.2236303084146,1.3993110558922446,75195482112,293732352.0,188.8505859375,0.0,
76,261,256,2.7254492639985983,93.92946820973427,7.246947773452088,133.50799999999998,140.75494777345207,0.005486441243164243,0.101074800093868,0.10656124133703225,383.6204688133161,1.498517456302016,139350773760,544338960.0,229.49951171875,0.0,
77,19,256,2.556703317000938,100.12894272781439,6.740235812092098,133.334,140.0742358120921,0.004786884238373438,0.09469318890805642,0.09948007314642986,358.12826332714747,1.3989385286216698,71669452800,279958800.0,187.9365234375,0.0,
78,24,256,2.5667062810025527,99.73872035720686,6.709577847302396,134.72599999999997,141.43557784730237,0.004783754334318512,0.09605613067065273,0.10083988500497125,363.0235860178965,1.4180608828824082,73024143360,285250560.0,188.2880859375,0.0,
79,16,256,2.566390711999702,99.75098444793223,6.738740301614551,134.624,141.36274030161454,0.004803955700178238,0.09597160644784664,0.10077556214802487,362.7920237328895,1.4171563427065996,70857523200,276787200.0,187.7255859375,0.0,
80,26,256,2.5646923469976173,99.8170405505709,6.740208943598771,134.614,141.35420894359876,0.004801822859670184,0.09590097099964924,0.10070279385931942,362.5300578935499,1.4161330386466793,73566535680,287369280.0,188.4287109375,0.0,
81,83,256,2.5921827889978886,98.75846760751274,6.801701292719254,135.03199999999998,141.83370129271924,0.00489757028524765,0.0972298962122119,0.10212746649745955,367.65887939085434,1.4361674976205248,89148690432,348237072.0,192.43896484375,0.0,
82,27,256,2.574268360000133,99.44573144657956,6.769401197604791,134.74200000000002,141.5114011976048,0.004840626477539173,0.09635057426753832,0.1011912007450775,364.288322682279,1.4230012604776523,73837842432,288429072.0,188.4990234375,0.0,
83,51,256,2.578857174001314,99.26877788380752,6.769458086823354,135.274,142.04345808682336,0.004849295986473782,0.09690342370995937,0.10175271969643317,366.3097909071594,1.4308976207310915,80371322880,313950480.0,190.1865234375,0.0,
84,59,256,2.578925771998911,99.26613738928043,6.8285936128217655,135.756,142.58459361282178,0.004891787792948112,0.09725129086207894,0.10214307865502706,367.7150831580974,1.436387043586318,82558586880,322494480.0,190.7490234375,0.0,
85,34,256,2.5759228649985744,99.38185784928062,6.769431218330027,135.47400000000002,142.24343121833004,0.004843759071758743,0.09693627061467136,0.1017800296864301,366.4081068711484,1.4312816674654234,75739054080,295855680.0,188.9912109375,0.0,
86,33,256,2.569767275999766,99.6199159320384,6.741731322569644,135.47600000000003,142.21773132256968,0.00481241126008947,0.09670605318981787,0.10151846444990735,365.46647201966647,1.4276034063268221,75467231232,294793872.0,188.9208984375,0.0,
87,150,256,2.6358571279997705,97.1221077503038,7.007483534429641,135.69400000000002,142.70148353442966,0.005130757062102054,0.09935277697966692,0.10448353404176898,376.1407225503683,1.4692996974623762,107770822656,420979776.0,202.35888671875,0.0,
88,49,256,2.5813553869993484,99.1727064352742,6.798623582851737,135.77800000000002,142.57662358285177,0.004874906558270872,0.09735868659333266,0.10223359315160353,368.0409353457727,1.4376599036944246,79825244160,311817360.0,190.0458984375,0.0,
89,185,256,2.67593487799968,95.66750002203553,7.099789542461525,136.31199999999998,143.41178954246152,0.00527738179531394,0.10132278752497008,0.10660016932028403,383.7606095530225,1.4990648810664942,117630406656,459493776.0,210.30126953125,0.0,
90,72,256,2.5894761470008234,98.86169459274753,6.950743866911532,136.498,143.4487438669115,0.004999662624244355,0.0981828653092551,0.10318252793349945,371.457100560598,1.451004299064836,86122954752,336417792.0,191.66552734375,0.0,
91,76,256,2.6033268089995545,98.33571379322119,6.915245279135641,137.286,144.20124527913563,0.00500073428499484,0.09927786786119801,0.10427860214619285,375.40296772629426,1.466417842680837,87222190080,340711680.0,191.94677734375,0.0,
92,67,256,2.594089382000675,98.685882520579,6.800175872032158,136.894,143.69417587203216,0.004900073340382167,0.09864313107211123,0.1035432044124934,372.75553588497627,1.4560763120506885,84750569472,331056912.0,191.31396484375,0.0,
93,56,256,2.572790043999703,99.50287260985279,6.794857938164543,137.356,144.15085793816453,0.004856039681583913,0.09816337480100644,0.10301941448259035,370.8698921373252,1.4487105161614267,81737809920,319288320.0,190.5380859375,0.0,
94,91,256,2.6239125819993205,97.56422594114696,6.947603294908684,137.498,144.44560329490866,0.005063862138958565,0.10021742561103959,0.10528128774999816,379.01263589999337,1.480518108984349,91354828800,356854800.0,193.00146484375,0.0,
95,56,256,2.5855737940000836,99.01090450176171,6.800923627270933,138.126,144.92692362727092,0.004884524973796588,0.09920415718612655,0.10408868215992313,374.7192557757233,1.4637470928739191,81737809920,319288320.0,190.5380859375,0.0,
96,20,256,2.5605544520003605,99.97834640853166,6.684067369755991,138.22000000000003,144.904067369756,0.004754144016971956,0.09831106565430275,0.1030652096712747,371.0347548165889,1.4493545110023003,71940243456,281016576.0,188.0068359375,0.0,
97,23,42,0.4130304440004693,101.6874194386317,5.994005994005991,134.15,140.144005994006,0.0006876963769571579,0.015391120572961933,0.01607881694991909,57.88374101970873,1.378184309993065,16436858880,391353782.85714287,175.12255859375,0.0,
98,58,256,2.5830093510012375,99.10920372811199,6.884675315371251,138.256,145.14067531537125,0.004939772421725371,0.09919903912000752,0.1041388115417329,374.89972155023844,1.464452037305619,82284920832,321425472.0,190.6787109375,0.0,
99,71,256,2.590591216001485,98.81914152211549,6.827098102344219,138.60200000000003,145.42909810234426,0.004912838992975928,0.09973920103339942,0.10465204002637535,376.74734409495125,1.4716693128709033,85848330240,335345040.0,191.59521484375,0.0,
100,75,256,2.5822677290016145,99.13766768830651,6.770953597300901,138.772,145.54295359730088,0.004856781935799308,0.0995406825802811,0.10439746451608041,375.8308722578895,1.4680893447573808,86947270656,339637776.0,191.87646484375,0.0,
101,19,256,2.573299855001096,99.48315953248711,6.823302547447476,138.38000000000002,145.2033025474475,0.004877334293326444,0.09891478720418104,0.10379212149750748,373.65163739102695,1.459576708558699,71669452800,279958800.0,187.9365234375,0.0,
102,106,256,2.6140581729996484,97.93202104077064,7.006709089622026,139.264,146.27070908962204,0.0050877625448770515,0.10112338816795086,0.10621115071282791,382.36014256618046,1.4935943068991424,95504056320,373062720.0,194.05615234375,0.0,
103,16,18,0.19186571200043545,93.81561620535486,2.844311377245501,135.11,137.95431137724552,0.00015159050765170757,0.007200826763438566,0.0073524172710902735,26.468702175924985,1.4704834542180547,8558886912,475493717.3333333,171.94482421875,0.0,
104,17,256,2.568357387001015,99.67460186641807,6.769458086823354,139.19,145.95945808682336,0.004829552134246256,0.09930268463796424,0.10413223677221049,374.8760523799578,1.4643595796092101,71128092672,277844112.0,187.7958984375,0.0,
105,11,256,2.550469785997848,100.3736650422002,6.767935707852482,139.29000000000002,146.0579357078525,0.0047948376490149205,0.09868192680323341,0.10347676445224832,372.51635202809393,1.455142000109742,69505781760,271506960.0,187.3740234375,0.0,
106,10,256,2.560106603999884,99.99583595465448,6.823245828386092,139.472,146.2952458283861,0.004852287973879415,0.09918421896474218,0.1040365069386216,374.53142497903775,1.4630133788243662,69235654656,270451776.0,187.3037109375,0.0,
107,14,256,2.566036611002346,99.7647496151667,6.795604202365951,139.282,146.07760420236596,0.00484382477143123,0.09927853090378579,0.10412235567521701,374.8404804307812,1.4642206266827391,70316605440,274674240.0,187.5849609375,0.0,
108,138,256,2.638189085002523,97.03625924892916,6.922149706580842,139.924,146.84614970658086,0.005072761055737498,0.10254054709163696,0.10761330814737446,387.4079093305481,1.5133121458224534,104411185152,407856192.0,199.63525390625,0.0,
109,17,256,2.5560687690012855,100.15379989170833,6.711073357779941,140.28199999999998,146.99307335777993,0.004764990282304971,0.09960289973695508,0.10436789001926006,375.72440406933623,1.4676734533958447,71128092672,277844112.0,187.7958984375,0.0,
110,71,256,2.5878136310020636,98.92520733839348,6.771731262749225,140.39,147.1617312627492,0.004867771796451461,0.10091754323788324,0.1057853150343347,380.82713412360494,1.4876059926703318,85848330240,335345040.0,191.59521484375,0.0,
111,34,256,2.56714494499829,99.72167738279792,6.8247980579250225,140.804,147.62879805792502,0.004866734954176769,0.10040674356542756,0.10527347851960434,378.9845226705756,1.4804082916819359,75739054080,295855680.0,188.9912109375,0.0,
112,10,256,2.5624117929983186,99.90587800895591,6.767905857284424,140.07600000000002,146.84390585728445,0.004817267161835556,0.09970344286556458,0.10452071002740015,376.2745560986406,1.4698224847603147,69235654656,270451776.0,187.3037109375,0.0,
113,16,256,2.5593780999988667,100.0242988717116,6.737214880927456,140.44,147.17721488092747,0.004789744505897834,0.09984418343440023,0.10463392794029806,376.682140585073,1.4714146116604414,70857523200,276787200.0,187.7255859375,0.0,
114,102,256,2.6144226119977247,97.91836974833463,6.915455903073888,141.24200000000002,148.1574559030739,0.005022201190352645,0.10257396626771742,0.10759616745807006,387.3462028490522,1.5130711048791101,94395973632,368734272.0,193.77490234375,0.0,
115,286,256,2.754165261001617,92.95012308262851,7.39643900078763,141.478,148.87443900078765,0.00565861537530189,0.10823716466555189,0.1138957800408538,410.02480814707366,1.6016594068245065,146588712960,572612160.0,233.22607421875,0.0,
116,58,256,2.585564875000273,99.01124604346776,6.798680361554612,141.382,148.1806803615546,0.004882896983108267,0.1015423147659135,0.10642521174902175,383.13076229647834,1.4966045402206185,82284920832,321425472.0,190.6787109375,0.0,
117,26,256,2.572919438000099,99.49786853761185,6.711014973050899,141.25999999999996,147.97101497305087,0.004796361353575658,0.1009584999477483,0.10575486130132397,380.7175006847663,1.4871777370498684,73566535680,287369280.0,188.4287109375,0.0,
118,211,256,2.6868866969998635,95.2775568414722,7.0694327138405075,141.804,148.87343271384051,0.005276323531709362,0.10583646699482463,0.111112790526534,400.0060458955224,1.5625236167793843,125013135360,488332560.0,216.2041015625,0.0,
119,17,256,2.559542227001657,100.01788495589226,6.738683522911676,141.346,148.0846835229117,0.004791095842025756,0.10049473767160451,0.10528583351363027,379.02900064906896,1.4805820337854256,71128092672,277844112.0,187.7958984375,0.0,
120,11,256,2.5615962269985175,99.93768623713238,6.710238913628741,141.844,148.55423891362872,0.004774700745391671,0.10092973756177159,0.10570443830716325,380.5359779057877,1.4864686636944833,69505781760,271506960.0,187.3740234375,0.0,
121,42,256,2.5776711580001574,99.31445258463972,6.799398206583834,142.45,149.24939820658383,0.004868503513574762,0.101997015682534,0.10686551919610876,384.71586910599154,1.5027963636952795,77916291072,304360512.0,189.5537109375,0.0,
122,27,256,2.567093671998009,99.72366914088927,6.797041443103254,142.29000000000002,149.08704144310326,0.004846845021360716,0.10146437738572132,0.10631122240708202,382.7204006654953,1.495001565099591,73837842432,288429072.0,188.4990234375,0.0,
